Dropout (1=Yes 0=No),Study Mode,Entry Year,Displaced Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
0,1,,1,100,100,100,,60,60,60,21,24,0,1,1,,,,,107,,3,,1
0,1,2020,0,100,100,100,100,60,60,60,28.5,31.5,0,3,3,63,629,5091.23805,125,180,39,3,3,1
0,1,,1,,,,,56,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2022,0,100,100,100,,60,60,60,18,18,0,1,1,158,2383,17820.78297,347,145,90,3,3,1
0,1,,0,,,,,25.5,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2019,1,93.02,100,86.96,100,64.5,60,60,30,30,0,4,4,43,258,2935.2423,67,107,31,3,2,2
0,1,,0,100,,100,0,12,12,12,0,0,0,2,2,,,,,,,3,,0
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,20,101,1329.685867,28,170,13,3,1,1
0,0,,0,,,,0,36,0,0,0,0,0,1,3,7,13,293.5251167,8,76,3,,1,1
0,1,2019,1,64.52,100,0,100,46.5,30,48,30,0,0,4,4,74,645,6907.455467,146,99,54,2,3,1
0,1,,1,100,100,100,,60,60,60,31.5,28.5,0,1,1,,,,,134,,3,,1
0,1,,1,100,100,100,100,30,30,30,18,0,0,2,2,,,,,184,,3,,0
0,1,,0,100,100,,100,12,12,30,12,0,0,2,2,,,,,15,,3,,0
0,1,2019,1,100,100,100,100,46.5,46.5,55.5,25.5,21,0,4,4,,,,,92,,3,,1
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,44,275,3971.913233,82,31,38,3,2,1
0,1,2021,0,100,100,100,100,60,60,60,16.5,10.5,0,2,2,38,197,1901.4811,47,135,33,3,2,1
0,1,2019,0,80,100,60,100,60,48,48,30,18,0,4,4,22,218,2206.128683,59,23,16,2,2,1
0,1,2019,1,18.6,40,0,65,64.5,12,12,12,0,0,2,4,28,145,1442.07675,33,83,16,0,2,2
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2017,1,86.96,100,76.92,100,69,60,60,30,30,0,4,4,51,932,2317.89675,117,112,33,3,2,2
0,1,2018,1,100,,100,100,12,12,12,0,12,0,4,4,,,,,9,,3,,0
0,1,2018,1,51.28,57.89,45,35.13513514,58.5,30,36.5,16.5,13.5,0,2,3,27,117,1640.769833,41,154,21,1,2,1
0,1,2020,0,81.08,100,65,100,55.5,45,45,25.5,19.5,0,2,3,33,147,2110.296617,51,174,20,3,2,1
0,1,2021,0,100,100,100,85,63,63,63,24,30,0,1,2,38,300,2032.975483,54,91,25,3,2,2
0,1,2020,1,100,100,100,100,60,60,60,33,27,0,3,3,36,324,3361.536133,82,133,26,3,2,1
0,1,,0,50,100,0,,60,30,30,30,0,0,1,1,,,,,130,,1,,1
0,1,2018,1,100,100,100,68.96551724,13.5,13.5,13.5,4.5,9,0,4,4,34,230,3069.920333,73,159,28,3,2,0
0,1,2022,0,86.05,83.33,88,,64.5,55.5,55.5,22.5,15,0,1,1,55,482,5541.828467,116,52,31,3,2,2
0,1,2020,1,100,100,100,100,60,60,60,27,24,0,3,3,27,160,3309.513517,64,134,21,3,2,1
0,1,2019,1,100,100,100,32,40.5,40.5,40.5,18,22.5,0,1,2,,,,,130,,3,,1
1,0,2011,1,100,,100,25.64102564,21,21,21,0,21,0,2,3,29,186,1937.080767,45,64,20,3,2,0
0,1,2020,1,100,100,100,100,60,60,60,12,6,0,3,3,39,176,2210.626683,53,145,31,3,2,1
0,1,2019,0,86.05,100,73.91,100,64.5,55.5,55.5,30,21,0,3,4,16,68,739.0852333,19,57,9,3,1,2
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,75,788,5799.93085,136,,56,3,3,1
0,1,2020,1,84.62,80,87.5,18.18181818,58.5,49.5,49.5,18,31.5,0,2,3,,,,,151,,3,,1
0,1,,0,,,,,21,21,21,0,21,0,4,4,21,74,1291.375067,30,2,15,,2,0
0,1,2019,1,79.49,100,60,92.5,58.5,46.5,52.5,28.5,18,0,3,4,36,381,2643.6851,88,109,22,2,2,1
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,7,14,227.708,7,,1,3,1,1
0,1,2019,0,100,100,100,100,60,60,60,27,24,0,3,4,24,96,1133.740617,34,87,17,3,2,1
0,1,2021,1,100,100,100,100,79.5,79.5,84.51,46.5,33,0,3,4,106,1016,12085.56788,273,77,47,3,3,2
0,1,2021,1,75,66.67,84.21,100,60,45,45,21,24,0,2,2,16,103,1156.287533,33,121,8,2,1,1
1,1,2022,1,25,50,0,,48,12,12,12,0,0,1,1,15,107,907.1156833,26,56,6,0,1,1
0,1,,0,0,0,0,67.5,31.5,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2020,0,100,100,100,100,64.5,64.5,64.5,30,34.5,0,3,4,24,622,1594.918733,39,37,14,3,2,2
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,72,810,7286.560583,142,159,46,3,3,1
0,1,,0,100,,100,57.14285714,12,12,12,0,0,0,2,2,,,,,61,,3,,0
0,1,2022,0,57.5,58.33,57.14,,60,34.5,34.5,10.5,15,0,1,1,38,257,2349.154017,66,4,28,1,2,1
0,1,,0,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2019,1,100,100,100,100,48,48,48,19.5,24,0,3,4,,,,,212,,3,,1
0,1,2019,0,100,100,100,57.5,64.5,64.5,64.5,27,28.5,0,2,4,15,51,483.2462833,15,44,8,3,1,2
0,1,2017,0,100,100,100,100,54,54,54,36,9,0,3,4,14,51,794.9174333,16,85,10,3,1,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,36,182,3172.419683,58,139,26,3,2,1
0,1,2020,1,100,100,100,100,60,60,60,28.5,31.5,0,3,3,49,321,4221.875617,106,,34,3,2,1
0,1,,0,,,,,52,0,0,0,0,0,1,1,,,,,56,,,,1
0,1,2019,1,100,100,100,100,61.5,61.5,61.5,31.5,30,0,3,4,36,451,3157.874483,64,98,25,3,2,2
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,141,,3,,1
0,1,,0,0,,0,83.33333333,10,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2019,0,100,100,100,100,60,60,60,9,9,0,4,4,76,430,4310.464467,109,103,47,3,3,1
0,1,2019,1,70,100,40,100,60,42,54.5,30,12,0,4,4,20,189,1900.340083,39,84,16,2,1,1
0,1,,0,65,65,65,,60,39,39,19.5,19.5,0,1,1,,,,,128,,2,,1
0,1,2021,0,100,100,100,100,60,60,60,16.5,10.5,0,2,2,57,1187,4246.17245,90,121,48,3,2,1
0,1,2021,1,100,,100,15,51,51,51,0,12,0,1,1,,,,,58,,3,,1
0,0,2019,0,57.14,50,66.67,57.14285714,42,24,24,12,12,0,3,3,42,242,3721.775767,76,53,30,1,2,1
1,1,,0,,,,,0,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2019,0,84.62,88,78.57,76.19047619,58.5,49.5,49.5,33,16.5,0,2,4,52,952,5529.833867,154,31,36,3,2,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,1,1,45.29828333,1,,1,,1,1
0,1,2019,0,100,100,100,100,60,60,60,13.5,13.5,0,4,5,,,,,3,,3,,1
0,1,2020,1,100,100,100,100,60,60,60,28.5,31.5,0,3,3,54,219,4031.316933,89,113,36,3,2,1
0,1,2022,0,40,40,40,,60,24,25,12,12,0,1,1,36,301,2804.48905,56,63,20,0,2,1
0,1,2021,0,100,100,100,100,60,60,60,31.5,28.5,0,2,2,23,169,2292.481017,48,72,20,3,2,1
0,1,2019,0,65.79,56.52,80,77.5,57,37.5,51,19.5,18,0,2,4,40,500,2557.971617,76,99,30,2,2,1
0,1,2022,1,88.89,80,100,,54,48,58.19,24,24,0,1,1,53,211,3064.130533,78,144,24,3,2,1
0,1,2021,1,100,100,100,85,61.5,61.5,61.5,31.5,30,0,1,3,30,425,2006.462233,47,,18,3,2,2
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,38,124,2608.22395,56,112,27,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,,,,,,,3,,1
0,1,,0,100,100,100,,60,60,60,24,36,0,1,1,,,,,,,3,,1
0,1,2018,1,92.5,100,85,65,60,55.5,55.5,30,25.5,0,3,4,45,362,2720.76965,79,124,16,3,2,1
0,1,2019,0,75,100,70.59,86.36363636,60,45,45,9,9,0,3,4,45,159,559.0280167,16,149,38,2,2,1
0,1,2019,1,89.66,86.96,100,82.92682927,43.5,39,40.5,30,9,0,3,4,32,227,2855.972233,68,87,26,3,2,1
0,1,2014,1,0,,0,57.14285714,12,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2021,1,100,100,100,100,60,60,60,16.5,10.5,0,2,2,3,14,137.979,5,131,2,3,1,1
0,1,,0,80,100,66.67,,75,60,60,30,30,0,1,1,,,,,59,,2,,2
0,1,2021,0,76.19,100,70.59,45,63,48,48,12,27,0,1,2,44,217,3345.83815,73,84,28,2,2,2
0,1,,1,,,,0,30,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2020,1,93.02,100,90.91,100,64.5,60,60,15,36,0,2,3,29,137,1811.821217,47,135,21,3,2,2
0,1,2019,1,100,100,100,62.79069767,72,72,78,30,24,0,3,4,66,705,4138.56685,107,130,44,3,3,2
1,1,2021,1,60.98,70,52.38,65,61.5,37.5,37.5,21,16.5,0,1,2,8,48,479.71225,14,49,7,2,1,2
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2018,1,70,100,40,100,60,42,60,30,12,0,4,4,60,356,4851.514783,117,68,48,2,2,1
0,1,2020,1,84.09,81.82,86.36,82.5,66,55.5,55.5,27,28.5,0,2,3,36,219,2468.0461,63,132,16,3,2,2
0,1,,1,86.96,90.91,83.33,,69,60,60,30,30,0,1,1,,,,,179,,3,,2
0,1,,1,100,100,100,40,36,36,36,30,6,0,1,2,,,,,50,,3,,1
0,1,2020,0,77.27,100,65.52,90,66,51,51,22.5,10.5,0,2,3,31,151,2527.72525,60,103,21,2,2,2
0,1,2021,1,100,100,100,100,60,60,60,16.5,10.5,0,2,2,,,,,154,,3,,1
0,1,2020,1,100,100,100,50,45,45,45,19.5,25.5,0,2,2,20,167,1372.628233,35,126,14,3,1,1
0,1,2020,1,72.5,83.33,63.64,100,60,43.5,43.5,22.5,21,0,3,3,,,,,135,,2,,1
0,1,,1,86.05,100,76.92,100,64.5,55.5,55.5,25.5,18,0,2,2,,,,,50,,3,,2
0,1,2021,1,90,71.43,100,100,60,54,54,15,21,0,2,2,21,121,1094.102883,24,105,16,3,2,1
0,1,,1,0,,0,76.47058824,12,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2019,0,78.57,76,82.35,57.14285714,63,49.5,49.5,28.5,21,0,2,4,90,1732,10451.3127,216,133,54,2,3,2
0,1,2018,0,60.47,55,65.22,100,64.5,39,43.5,16.5,22.5,0,3,4,41,227,3526.587217,66,102,29,2,2,2
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,35,907,2284.884433,48,103,26,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,34,248,3109.418667,81,127,29,3,2,1
0,0,2015,1,70,100,33.33,100,30,21,21,16.5,0,0,3,4,27,57,762.9086167,18,88,22,2,2,0
0,0,2020,1,80,100,66.67,100,22.5,18,18,9,0,0,5,5,48,321,2820.755933,63,2,38,2,2,0
0,1,2021,1,100,100,100,100,60,60,60,21,21,0,2,2,42,309,2965.400633,70,129,31,3,2,1
0,1,2012,1,0,,0,0,12,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,24,171,1347.618267,33,,18,3,2,1
0,1,2019,1,50,100,0,100,60,30,48,30,0,0,4,4,1,3,45.38808333,1,77,1,1,1,1
0,1,,1,100,,100,80,12,12,12,0,0,0,1,1,,,,,,,3,,0
0,1,2020,1,53.06,86.67,0,25,73.5,39,39,39,0,0,3,4,13,81,932.7890667,17,66,10,1,1,2
0,1,2020,1,100,100,100,100,60,60,60,33,27,0,3,3,26,116,1865.52865,44,88,18,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,16.5,10.5,0,2,2,4,9,223.3029667,4,129,1,3,1,1
0,1,2019,0,72.97,100,47.37,51.42857143,55.5,40.5,40.5,27,13.5,0,2,3,24,409,1834.406033,46,158,13,2,2,1
0,1,2022,1,100,100,100,,60,60,60,18,15,0,1,1,79,476,5706.358483,130,,58,3,3,1
0,1,2019,1,52.17,47.83,56.52,60,69,36,49.5,16.5,19.5,0,2,4,21,159,1158.60695,28,46,10,1,2,2
0,1,2021,1,100,100,100,100,61.5,61.5,61.5,18,19.5,0,2,2,64,448,5514.891717,144,170,27,3,3,2
0,1,,1,0,,0,83.33333333,12,0,0,0,0,0,2,2,,,,,2,,0,,0
1,1,2021,1,100,100,100,100,51,51,51,6,0,0,2,2,21,149,1395.391517,29,,11,3,2,1
0,1,2019,1,76.42,85.71,58.33,100,53,40.5,40.5,30,4.5,0,3,4,8,55,551.3725333,8,50,2,2,1,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,52,412,3480.415233,83,112,31,3,2,1
0,1,2018,1,82.5,66.67,87.1,100,60,49.5,49.5,9,9,0,5,5,20,98,1356.732783,31,99,15,3,1,1
0,1,2020,1,100,100,100,100,60,60,60,12,6,0,3,3,30,279,2030.76535,49,120,25,3,2,1
0,1,2022,0,40,40,40,,60,24,24,12,12,0,1,1,53,491,5698.968933,134,147,32,0,2,1
0,1,2019,1,80,100,40,86.53846154,45,36,53,30,0,0,3,4,,,,,36,,2,,1
0,1,2018,1,73.08,100,51.72,92.68292683,78,57,62,34.5,22.5,0,3,4,36,266,2412.464917,52,140,23,2,2,2
0,1,2021,0,100,100,100,100,60,60,60,16.5,10.5,0,2,2,18,297,1195.5205,29,161,16,3,1,1
0,1,2019,1,93.18,90.32,100,90.24390244,66,61.5,65.86,42,19.5,0,3,4,86,945,6505.93495,179,69,36,3,3,2
1,0,2017,1,21.05,36.36,0,36,28.5,6,6,6,0,0,2,4,18,186,2645.70965,32,5,9,0,1,0
0,1,,1,86.05,100,76.92,100,64.5,55.5,55.5,25.5,18,0,2,2,,,,,110,,3,,2
1,1,2019,1,8.82,15.79,0,38.88888889,51,4.5,4.5,4.5,0,0,2,3,12,141,818.2328333,19,15,10,0,1,1
0,1,2020,0,85,100,81.25,83.48623853,60,51,51,12,6,0,2,3,91,516,4304.462267,105,206,79,3,3,1
0,1,2020,0,67.5,58.82,73.91,27.5,60,40.5,40.5,15,25.5,0,2,2,31,98,1758.307333,42,111,19,2,2,1
0,1,,1,100,,100,100,10,10,15,0,0,0,2,2,,,,,30,,3,,0
0,1,,1,0,,0,0,12,0,0,0,0,0,1,1,2,38,131.8836167,2,,1,0,1,0
0,1,2018,0,100,,100,50,12,12,12,0,12,0,4,4,7,30,412.6004667,10,,5,3,1,0
0,1,,0,100,,100,50,30,30,30,0,30,0,1,1,,,,,16,,3,,0
0,1,,0,0,,0,0,12,0,0,0,0,0,1,1,,,,,,,0,,0
1,1,2022,1,7.5,25,0,,60,4.5,4.5,4.5,0,0,1,1,47,198,2743.723717,69,57,22,0,2,1
0,1,,1,100,100,100,100,60,60,60,30,18,0,2,2,,,,,,,3,,1
0,1,,1,60,100,0,100,30,18,18,18,0,0,2,2,,,,,11,,1,,0
0,1,2022,1,81.82,69.23,100,,66,54,54,27,27,0,2,3,,,,,95,,3,,2
0,1,2020,1,100,,100,87.5,9,9,9,0,0,0,4,4,7,16,318.4041333,8,,,3,1,0
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,44,347,2755.4434,71,118,34,3,2,1
0,1,2021,0,51.52,100,20,17.5,49.5,25.5,26.5,19.5,6,0,1,1,25,100,1380.860267,37,40,23,1,2,1
0,1,,0,100,100,100,,60,60,60,33,27,0,1,1,,,,,83,,3,,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,17,126,915.7440333,26,77,14,3,1,1
0,1,,0,28.57,100,0,30,42,12,12,12,0,0,1,1,,,,,51,,0,,1
0,1,2021,0,68.29,84.21,54.55,45,61.5,42,42,24,18,0,1,2,36,370,5058.56855,99,132,25,2,2,2
0,1,2018,0,0,,0,69.56521739,12,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2019,1,92.5,84.21,100,92.10526316,60,55.5,55.5,24,31.5,0,3,3,54,403,5407.4556,138,138,42,3,2,1
0,1,2022,1,100,100,100,,48,48,48,28.5,19.5,0,1,1,,,,,132,,3,,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,46,322,3563.786767,95,143,39,3,2,1
0,1,2019,0,100,100,100,100,54,54,54,24,21,0,4,4,12,52,643.8748833,15,20,3,3,1,1
0,1,2020,0,100,100,100,92.5,72,72,72,33,39,0,2,3,32,195,2094.701867,49,250,20,3,2,2
0,1,,0,100,100,100,,60,60,60,27,33,0,1,1,,,,,77,,3,,1
0,1,2019,1,60.61,50,76.92,92.10526316,49.5,30,43.5,15,15,0,3,4,30,182,2353.550283,59,208,13,2,2,1
0,1,2018,1,33.33,100,0,100,18,6,6,6,0,0,4,4,,,,,6,,0,,0
0,1,2022,1,17.5,58.33,0,,60,10.5,10.5,10.5,0,0,1,1,19,92,1162.950233,32,,11,0,1,1
0,1,2020,1,56.67,23.53,100,48.27586207,45,25.5,27,6,19.5,0,2,4,15,57,891.7889833,17,70,8,1,1,1
0,1,,0,,,,,60,48,48,24,24,0,1,4,53,270,4927.242383,122,67,26,,2,1
0,1,,0,50,100,0,,60,30,30,30,0,0,1,1,,,,,71,,1,,1
0,1,2017,0,69.23,100,33.33,52.63157895,58.5,40.5,58.5,31.5,9,0,3,4,35,270,3016.514067,77,51,23,2,2,1
0,1,2021,0,100,100,100,100,60,60,66,33,27,0,2,2,39,560,2190.769667,71,126,31,3,2,1
0,1,2019,0,80.95,100,27.27,82.22222222,63,51,51,46.5,4.5,0,3,4,23,294,1887.367317,47,146,19,3,2,2
0,1,2021,0,76.19,100,71.43,77.5,63,48,48,10.5,4.5,0,1,2,23,92,1189.930867,35,130,15,2,2,2
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,15,51,859.2951,17,157,11,3,1,1
0,1,2022,1,100,100,100,,54,54,54,18,36,0,2,4,11,17,473.84655,12,17,,3,1,1
0,1,,1,0,,0,80,15,0,0,0,0,0,2,2,,,,,37,,0,,0
0,1,2019,0,84.62,100,70,93.18181818,58.5,49.5,58.5,28.5,21,0,4,4,32,209,2076.876717,51,80,24,3,2,1
0,1,,1,100,100,100,,60,60,60,28.5,31.5,0,1,1,,,,,115,,3,,1
0,1,,1,100,,100,50,30,30,30,0,0,0,1,1,,,,,24,,3,,0
1,1,2022,1,90,71.43,100,,60,54,54,15,21,0,1,1,7,18,345.1445667,9,121,53,3,1,1
0,1,,0,76.19,100,54.55,,63,48,48,30,18,0,1,1,,,,,71,,2,,2
0,1,2019,0,75.76,57.89,100,65,49.5,37.5,37.5,16.5,21,0,3,4,38,320,2650.112583,62,83,25,2,2,1
0,1,2020,0,92.5,100,85.71,100,60,55.5,55.5,28.5,27,0,3,3,32,267,3069.315467,75,18,21,3,2,1
0,1,2018,0,100,,100,48.57142857,9,9,9,0,0,0,4,4,2,2,90.32491667,2,,,3,1,0
0,1,2020,1,100,100,100,100,60,60,64,33,27,0,3,3,45,293,2735.157517,69,49,23,3,2,1
0,1,,1,0,0,0,,60,0,0,0,0,0,1,1,,,,,19,,0,,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,52,567,4039.159217,108,31,30,3,2,1
0,1,2020,1,79.07,83.33,76,79.48717949,64.5,51,51,22.5,19.5,0,2,3,29,179,1873.334867,48,153,15,2,2,2
0,1,2020,0,100,100,100,100,60,60,60,33,27,0,3,3,27,214,1929.296083,38,,24,3,2,1
0,1,2021,0,91.11,84,100,87.5,67.5,61.5,61.5,31.5,30,0,1,2,29,105,1996.491833,53,179,20,3,2,2
0,1,2020,0,90.48,81.82,100,70,63,57,57,27,30,0,2,3,29,235,2500.440267,60,76,22,3,2,2
0,1,2017,0,27.27,,27.27,0,16.5,4.5,4.5,0,4.5,0,3,4,43,320,5707.455,70,2,10,0,2,0
0,1,2018,1,52.27,65,41.67,35.13513514,66,34.5,34.5,19.5,15,0,3,4,13,151,1216.781183,25,86,10,1,1,2
0,1,,1,100,100,100,,60,60,60,32,28,0,1,1,,,,,14,,3,,1
0,1,2021,0,100,100,100,100,60,60,60,31.5,28.5,0,2,2,47,239,2802.307283,82,159,33,3,2,1
0,1,2019,1,100,100,100,100,46.5,46.5,60,30,16.5,0,4,4,40,287,3882.668717,60,20,22,3,2,1
0,1,,1,100,,100,,60,60,60,0,0,0,1,1,,,,,42,,3,,1
0,1,2018,0,80,100,66.67,100,60,48,48,24,24,0,4,4,52,1457,4419.4918,97,79,30,2,2,1
0,1,2018,1,100,,100,80,12,12,12,0,12,0,4,4,,,,,,,3,,0
1,1,,1,50,87.5,0,,63,31.5,31.5,31.5,0,0,1,1,,,,,57,,1,,2
0,1,2020,0,55.26,75,33.33,59.52380952,57,31.5,31.5,22.5,9,0,2,3,41,375,2499.774017,56,107,26,1,2,1
0,1,2015,1,28.57,,28.57,65.85365854,21,6,6,0,6,0,5,5,11,23,420.5504667,10,53,7,0,1,0
1,1,2022,0,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,76,416,5966.90745,131,43,34,3,3,1
0,1,2021,1,93.02,100,90.32,100,64.5,60,60,18,24,0,2,2,78,762,5855.7481,162,112,68,3,3,2
0,1,2022,1,65,73.33,60,,60,39,39.5,16.5,4.5,0,1,1,55,282,3586.470383,77,80,32,2,2,1
0,1,2022,1,85,100,76,,60,51,51,22.5,28.5,0,1,3,56,511,4353.410917,91,118,25,3,2,1
0,1,2022,1,100,100,100,,42,42,42,12,30,0,2,4,,,,,32,,3,,1
0,1,,1,100,,100,0,20,20,20,0,0,0,1,1,,,,,3,,3,,0
0,1,2019,1,90.24,84.62,100,56.09756098,61.5,55.5,61.74,33,13.5,0,2,3,54,467,4288.003117,118,162,40,3,2,2
0,1,2019,1,93.48,100,78.57,67.39130435,69,64.5,64.5,48,16.5,0,3,4,73,1075,6506.127217,215,33,34,3,3,2
0,1,2022,1,93.02,83.33,100,,64.5,60,60,22.5,19.5,0,1,1,63,446,5055.5749,112,116,50,3,3,2
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,48,204,3281.559133,85,135,26,3,2,1
0,1,2021,0,90,66.67,100,100,60,54,54,12,24,0,2,2,95,790,7113.9848,203,135,74,3,3,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,20,114,1168.639783,27,37,19,3,1,1
0,1,2020,0,100,100,100,100,66,66,66,36,30,0,3,4,17,79,972.54805,29,134,10,3,1,2
0,1,2022,1,40,40,40,,60,24,24,12,12,0,1,1,51,396,4168.573717,100,164,37,0,2,1
0,1,2019,1,76.47,100,53.85,82.5,76.5,58.5,61.5,37.5,21,0,3,4,34,179,2338.426367,48,66,25,2,2,2
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,92,688,7531.798217,180,150,63,3,3,1
1,0,,1,83.33,100,66.67,,24,20,20,12,8,0,1,1,,,,,,,3,,0
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,2,2,32,144,1774.557217,41,82,16,3,2,1
0,1,,1,,,,,21,0,0,0,0,0,4,4,,,,,,,,,0
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,22,155,2898.207683,63,157,16,3,2,1
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,12,46,624.66175,14,61,9,3,1,1
0,1,,0,100,100,100,,60,60,60,27,33,0,1,1,,,,,144,,3,,1
0,0,2020,1,40,0,44.44,0,60,24,24,0,9,0,2,2,45,317,2276.0355,56,38,42,0,2,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,3,3,21,271,1155.390367,37,50,18,3,2,1
0,1,2020,0,100,100,100,100,61.5,61.5,61.5,30,31.5,0,3,3,31,342,2383.132517,58,152,24,3,2,2
0,1,2021,1,68.29,65,71.43,45,61.5,42,42,19.5,22.5,0,1,2,43,254,2845.345233,74,99,30,2,2,2
1,1,2022,0,0,0,0,,60,0,0,0,0,0,1,1,,,,,61,,0,,1
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,54,366,3261.812167,90,64,30,3,2,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2022,0,70,40,100,,60,42,42,12,30,0,1,1,58,295,5472.453917,128,39,28,2,2,1
1,1,,1,68.18,100,30,90,66,45,45,36,9,0,1,2,,,,,,,2,,2
0,1,2022,0,76.74,44.44,100,,64.5,49.5,49.5,12,37.5,0,1,3,33,92,1680.20265,42,,15,2,2,2
0,1,2018,1,75,75,75,66.66666667,48,36,36,18,18,0,2,3,63,680,3714.9946,100,7,30,2,3,1
0,1,2019,1,91.18,100,78.57,100,51,46.5,50.5,30,9,0,4,4,,,,,61,,3,,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,52,,,,1
0,0,2019,1,100,100,100,77.08333333,39,39,39,15,24,0,4,4,,,,,7,,3,,1
0,1,2017,1,86.36,0,100,57.69230769,33,28.5,28.5,0,10.5,0,4,5,35,264,2327.833,55,144,26,3,2,1
0,1,2022,0,100,100,100,,60,60,60,12,12,0,1,1,53,584,3422.989367,101,25,39,3,2,1
0,1,2020,0,100,100,100,100,60,60,60,33,27,0,3,3,37,273,2258.814483,68,122,29,3,2,1
0,1,2016,1,0,0,0,45,16.5,0,0,0,0,0,4,4,29,133,1733.296333,38,7,16,0,2,0
0,0,2020,1,66.67,100,61.54,100,45,30,30,6,9,0,2,2,2,12,95.70938333,3,7,1,2,1,1
0,1,,1,0,0,0,,69,0,0,0,0,0,1,1,,,,,,,0,,2
0,1,2022,0,30,20,40,,60,18,18,6,12,0,1,1,35,194,1978.651983,48,150,26,0,2,1
0,1,2015,1,100,,100,82.9787234,12,12,12,0,12,0,4,4,,,,,30,,3,,0
0,1,2017,0,100,100,100,72.5,16.5,16.5,16.5,4.5,12,0,4,4,27,116,1856.4409,41,,14,3,2,0
0,1,,1,0,,0,50,30,0,0,0,0,0,1,1,,,,,24,,0,,0
0,0,,1,89.74,73.33,100,,39,35,35,11,24,0,1,1,,,,,30,,3,,1
0,1,2020,1,77.5,85.71,68.42,83.33333333,60,46.5,46.5,27,19.5,0,2,2,9,26,432.9334333,12,164,3,2,1,1
0,1,2022,0,100,100,100,,60,60,60,18,18,0,1,1,64,495,4063.0208,95,128,21,3,3,1
0,1,2022,0,65,70,60,,60,39,39,21,18,0,1,1,23,70,859.1669167,32,120,10,2,2,1
0,1,,1,100,100,100,,60,60,60,31,9,0,1,1,,,,,128,,3,,1
0,1,,1,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,27,138,1544.3197,41,8,24,3,2,1
